company,date,rating,pros,cons,type,id,year,date2
National Trust,"Jan 21, 2018",5,"A great organisation full of people passionate about the work being done. NT volunteer card after volunteering for a certain number of hours. Gives free entry and discount in cafe's and shops. As a volunteer, the flexibility is great when working around other jobs. Managers were really welcoming and we're still in touch!",Decisions coming from Heelis seemed to be slow at times. The IT department were interesting to deal with. Some out of date technology and thinking,Charities,2000,2018,2018-01-21
National Trust,"Jan 31, 2018",4,"Really nice colleagues, beautiful historic setting",Peak times were very busy,Charities,2001,2018,2018-01-31
National Trust,"Feb 3, 2018",5,"Working for a common cause
Genuinely good people to work with
Plenty of career progression
Ability to use all sorts of skills",Things take AGES to be agreed and do (but it is a large organisation),Charities,2002,2018,2018-02-03
National Trust,"Feb 11, 2018",1,Working at some beautiful places,"Management don't have a clue on how to run the reserve.
Conservation job is dictated by bureaucrats with no experience of working in nature conservation.
Short term contracts with unrealistic demands for prospective employees. 
Inequality within the workplace.
Little to no room for career progression.
You'll be working for a conservation charity that permit hunting on their land.",Charities,2003,2018,2018-02-11
National Trust,"Feb 14, 2018",4,"Lovely team environment
Great to see aspects of how a charitable organisation runs
Get a free couple's membership for the National Trust","As part of a charity, staff are unable to accept tips from customers even though they have been given to the staff directly",Charities,2004,2018,2018-02-14
National Trust,"Feb 16, 2018",4,"Working hard for a very good cause.
Diverse portfolios and range of interests.
Plenty of opportunity for promotion if you seek it out.
Good scheme of delegation.
Fair pay for the third sector.
Lots of great people doing great things.","Hours can be long.
Third sector pay - but you expect that.
Can involve a fair bit of travel if not property based.",Charities,2005,2018,2018-02-16
National Trust,"Feb 16, 2018",3,Some inspiring and very talented people. Interesting & challenging projects to work on. Reasonable pay and pension benefits. Open to flexible working.,"Organisational culture is rather  homogeneous - mostly white middle class people at head office. Too much power in the hands of line managers, 'face fits' attitudes to challenging poor management behaviour. Lack of team cohesion, due to old-fashioned hierarchical management structures. Lack of effective project & resource management. Some salary offers below market rates, worth negotiating. Most full-time roles are fixed-term...",Charities,2006,2018,2018-02-16
National Trust,"Feb 17, 2018",1,"Free lunch

Beautiful surroundings

Discounts and Free entry","Received no training what-so-ever.

Frequently understaffed (sometimes sent to work in a busy café alone & completely cut-off from everyone else).

Staff have a go at you about everything, and constantly pick holes in everything you do.

Conflicting instructions from colleagues (One staff member - ""Do this."" Another staff member - ""What are you doing? Don't do that."")

Very wasteful. Food that is fresh/absolutely...",Charities,2007,2018,2018-02-17
National Trust,"Mar 2, 2018",3,"Nice location, Working outdoors, Great team.","Repetitive work, not challenging enough.",Charities,2008,2018,2018-03-02
National Trust,"Mar 6, 2018",2,"Paid employment.
Mostly very nice people.","Takes an age to get anything done or agreed.
Poor communication. 
Money is wasted.",Charities,2009,2018,2018-03-06
National Trust,"Mar 19, 2018",5,20% Off Retail and Catering,"For myself, I have unpredictable hours, I don't believe this is always the case.",Charities,2010,2018,2018-03-19
National Trust,"Apr 15, 2018",4,"Really supportive colleagues
Support to work flexibly where possible
Encouraged to work independently and grow in-role
Large range of in house training and development opportunites","It's a charity - wages, especially operational, are low
IT systems are really archaic
As it's a large organisation there can be a big lack in comms/coherence between the regions
More development opportunities (learning in role) would be really beneficial.",Charities,2011,2018,2018-04-15
National Trust,"Apr 30, 2018",4,"You'll generally be lucky enough to work with a great team of people, who work hard but know how to have fun. The company ethos is good, and they are always striving to do better.","The pay isn't great compared to other sectors (and other charities!). You'll get the odd person higher up on the chain who likes to look down on others with a bad attitude, but they are few and far between thankfully.",Charities,2012,2018,2018-04-30
National Trust,"May 2, 2018",5,"A sense of doing something positive for the future
Ideas are listened to
internal moves are encouraged",As a charity salaries don’t always compete with bigger corporate firms,Charities,2013,2018,2018-05-02
National Trust,"May 9, 2018",3,"More than minimum wage, lots of shifts available",Shifts can be very long and at difficult times,Charities,2015,2018,2018-05-09
National Trust,"May 15, 2018",5,"No day is ever the same working within the catering team, and it's always lovely to be able to have a positive impact on customers visiting The National Trust",Sometimes work can be hectic! . . . . . . . . . . . . . . . . . . . . . . . . . . .,Charities,2016,2018,2018-05-15
National Trust,"May 22, 2018",3,"As an organisation it’s overall goals are spot on
The work is for a worthy cause and many places do look after heir staff","As usual with almost all big companies and I say company because the NT behaves more like them then a charity, they suffer from some very poor management mostly because of the employees chosen. Not many have worked through the ranks and its startlingly obvious by some of the school boy errors through lack of experience",Charities,2017,2018,2018-05-22
National Trust,"Jun 19, 2018",1,The pay isnt to bad.  There is some great people you will work with. You get to work in some very beautiful locations.,Bulling is key to the national trust. If they don't like you they will use bullying tactics to make you leave. They have made me feel so bad about myself that I'm at breaking point. They know it but still carry on. My manger is on a power trip as new to the role. But with a head of department pulling the strings. I know some will say you feel this way report it but I know it will make it worse for me. They are bullying...,Charities,2018,2018,2018-06-19
National Trust,"Jun 26, 2018",1,"I think the 20% off in the shop and holiday cottage bookings is an incentive for employees.  However, the cottage prices are extortionate so employees can get something similar for less money anyway.","They expect to underpin their charity status by employing people on a low wage and have hidden expectations of employees for which they do not offer remuneration.  They see this as having a ""can do"" attitude, ie. you must give up your own time and efforts for free to get on.  You also have to be at their beck and call every day as all the cottages can be let on imminent short lets basis.",Charities,2019,2018,2018-06-26
National Trust,"Jul 11, 2018",3,Great team and work setting. Lovely volunteers. Staff perks are ok.,"Budget targets set too high, extremely difficult to get things done or repaired. Money wasted on big corporate days when it could be used to get rid of repairs back log.  Low pay for expectations.",Charities,2020,2018,2018-07-11
National Trust,"Jul 30, 2018",4,"Beautiful surroundings, great team of people (mostly) to work with
Good benefits (discount plus free membership)
Varied job, training and new skills encouraged
Flexibility on working days (though not times)","Pay isn't great, particularly for amount of work actually expected
Retail/Catering supervisors expected to essentially run departments but on much lower hourly wage than department heads.
No fixed work pattern - no extra incentive for bank hols etc
Can take a long time to get issues resolved - having to go through various offsite helpdesks etc",Charities,2021,2018,2018-07-30
National Trust,"Aug 2, 2018",3,Friendly colleagues. Beautiful location. Opportunity to engage in a variety of catering tasks. Management respected you and valued your opinion and progression.,Catering was let down by the lack of restaurant facilities which led to complaints on behalf of the customers.,Charities,2022,2018,2018-08-02
National Trust,"Aug 16, 2018",4,"Beautiful working environments. 

Lovely people to work with. 

Good training.

Good organisational culture at Regional and National Level.

Good values.","Not much ability to progress or relocate as jobs don't come up much. 

Teams are under resourced and understaffed. 

Ever increasing hours and expectations to work weekends, bank holidays and holiday periods. 

Poor Salary with no pay for over time, expected to work for time in lieu that you never get back. 

Mid management and lower are treated poorly and expected to carry out the bulk of the work.

Lower grade...",Charities,2023,2018,2018-08-16
National Trust,"Sep 17, 2018",4,"Great development opportunities, work at the right property and they really care for your development, good benefits, working with positive people","At some properties upper management don't seem to care, long hours, and at some properties there is a lack of recognition",Charities,2024,2018,2018-09-17
National Trust,"Sep 19, 2018",2,"Lovely locations and special places of interest, lots of friendly customers interaction, free membership",Managers rarely have the skills and experience to run effectively and efficiently in commercial world. Poor communication and co-ordination results in politics and lack of team building and co-operation. Organisation prioritised over customer needs.,Charities,2025,2018,2018-09-19
National Trust,"Sep 21, 2018",4,"Good progression, opportunities and working pursuing good values",the wage they offer is not balance to the cost of living of the area,Charities,2026,2018,2018-09-21
National Trust,"Sep 24, 2018",4,"Great summer job, amazing people and brilliant company to work for",Pay isn't great - mainly due to it being a charity,Charities,2027,2018,2018-09-24
National Trust,"Sep 25, 2018",4,I worked on a property level for a fairly large property and estate. I really enjoyed my time there and the creativity the role brought. I worked as a Visitor Experience Officer and got to get really involved in the marketing which I loved. It felt like being at home and I genuinely wanted to inspire people to love the place as much as I did. It's one of my most loved jobs and an experience I won't forget.,"Operational pressures meant I would often be in the car park or wiping tables in the restaurant - not really what I signed up for! I also didn't get to do much interpretation, which was a shame as that was a large aspect of my job. This was handled by the collections team. 
Too many people have been there too long and don't want to move with the times. Also hard to progress within a property unless someone left. I also...",Charities,2028,2018,2018-09-25
National Trust,"Oct 1, 2018",4,"Good work, great people. 

The core work of the Trust is good to be a part of and contribute to.

Everyone is always very welcoming and friendly.

Family pass and discounts are welcome.","Heavy layer of middle management - completely out of touch but convinced they're not.

Not much opportunity to progress career.

Salaries aren't great.

No extra pay for working bank holidays, even Christmas Day",Charities,2029,2018,2018-10-01
National Trust,"Oct 3, 2018",2,"Opportunities to step up (you just won't be rewarded for it)
Broadly speaking the people are good, but there are bad eggs
The charity and what they do is fabulous
All the money goes where it should - to doing our work. Genuinely feel proud to work for them","Lots of people have been here forever and are under performing. They halt the progress of others and the progress of the Trust
Long hours - they ask an awful lot of you for pretty terrible pay.
The public can treat you awfully.
Fairly toothless management - no one is prepared to rock the boat so they let bad behaviour by some carry on so as not to have to discipline
Poor benefits and holidays
No career progression...",Charities,2030,2018,2018-10-03
National Trust,"Oct 9, 2018",3,The ethos and conservation aims are utterly sound. Those who work for NT are usually a bit bonkers but I personally love that.,"Lack of career progression. No clear job role. Doing things outside your job role but not getting paid for it (ie chasing sheep, working longer hours and running events)",Charities,2031,2018,2018-10-09
National Trust,"Oct 10, 2018",5,"The National Trust is a brilliant organisation to work for, it is filled with passionate and dedicated people who worked hard to support the strategy. I work centrally at Heelis and find the working environment relaxed and inclusive.  There is plenty of opportunity to progress and develop.",The IT systems need to be improved to allow for agile working.,Charities,2032,2018,2018-10-10
National Trust,"Oct 12, 2018",4,"Meet lovely people everyday, both customers and colleagues",Gets a bit cold outside in the winter!,Charities,2033,2018,2018-10-12
National Trust,"Oct 30, 2018",4,"Friendly company and staff, good value and expenses for volunteers",Very disorganized and poorp communication between departments,Charities,2034,2018,2018-10-30
National Trust,"Nov 5, 2018",3,"Good pay, fleixible hours and holidays","Rude customers, Rude management, No progression",Charities,2035,2018,2018-11-05
National Trust,"Nov 7, 2018",2,"Looks good on your CV.
Good holiday entitlement.
Many good colleagues.
Free access to Trust properties.
Allows promotion by moving to other regions and properties.","Mostly incompetent senior managers, there to build their own careers.
Few Managers are leaders.
HR is concerned only with mitigating risk from employee claims.
Rule-bound and process-driven.
Poor pay unless you reach senior management level.
Accountants have far too much influence leading to cheap, rather than good value, results.
Completely overworks staff and there is no time to take time off in lieu.",Charities,2036,2018,2018-11-07
National Trust,"Nov 20, 2018",2,"Free lunch, nice colleagues, flexible when I needed time off.","Often wouldn't get a break for 8 hours during a shift, wasn't trained on anything other than clearing tables for 6 months of the job. Shifts were all 9-10 hours long, and would often be put on the rota for over 5 consecutive days, despite being contracted as part time.",Charities,2037,2018,2018-11-20
National Trust,"Nov 24, 2018",3,"Not that hard. 
People are generally okay.","Pretty boring
Customers are annoying
Too much reliance on part time staff",Charities,2038,2018,2018-11-24
National Trust,"Jan 9, 2019",3,Working in beautiful locations meeting great people,Wages aren't fantastic. Often felt unappreciated by management.,Charities,2039,2019,2019-01-09
National Trust,"Jan 12, 2019",5,"You get to work with the public, who are generally on holiday or days out, which means they’re (on the whole) friendly and interested in learning more. You also know that you’re contributing to preserving history, the environment and often both! 

Good pay, holiday pay and benefits such as the staff and partner cards.",Some of the systems are dated and inefficient.,Charities,2040,2019,2019-01-12
National Trust,"Jan 14, 2019",4,"The NT really cares about its job in looking after the many places it’s responsible for 
Work life balance is good
Females in leadership positions 
There are many staff members who genuinely care and it is because of these people that so much good is done","Salary 
Bureaucracy - meetings about meetings, having conferences because we’ve said we’re going to not because there is any real need or major benefit",Charities,2041,2019,2019-01-14
National Trust,"Feb 3, 2019",3,Beautiful properties with passionate and knowledgeable property staff. A great cause.,At times seemed very political and focussed on individuals instead of the organisation.,Charities,2042,2019,2019-02-03
National Trust,"Feb 18, 2019",4,"Historical building, nature, wildlife, friendly staff, friendly volunteers, long history","Money is tight, but understandably so.",Charities,2043,2019,2019-02-18
National Trust,"Feb 19, 2019",5,"amazing support from site managers and wider national trust
NT card for you and a guest
great working environments
get to contribute to a worth cause
work feels worthwhile","average wage
something locations are difficult to get to",Charities,2044,2019,2019-02-19
National Trust,"Mar 2, 2019",3,Team Work and overall team morale,"Management was bad, not enough staff on known busy shifts",Charities,2045,2019,2019-03-02
National Trust,"Mar 4, 2019",2,"Beautiful sites, worthwhile cause, opportunity to make a positive impact in special places, great colleagues","Poor salary, limited opportunities to advance, management generally poorly trained, high levels of bureaucracy, more concerned with numbers than results",Charities,2046,2019,2019-03-04
National Trust,"Mar 6, 2019",3,"Nice enough place to work if you don't mind being severely underpaid. 

Most colleagues were pretty great.

20% off in shops and restaurants and quite generous holiday (but not enough staff to actually take it)

Living wage so a bonus if you're under 25 I guess.","National trust rationalises underpaying staff using it's ""charity"" status but the whole operation is ran like a money-grabbing corporation.

Puts far too much on the volunteers and lower level staff. You're expected to go continuously above and beyond your pay grade but god forbid you actually ask for acknowledgement in pay or job title. Development is nonexistent.

Removed all ""assistant managers"" so they could pay...",Charities,2047,2019,2019-03-06
National Trust,"Mar 10, 2019",4,"Great people to work with, good cause.",Short staffed a lot of the time,Charities,2048,2019,2019-03-10
National Trust,"Mar 11, 2019",2,It's the National Trust - it's a unique place to work,"It's a generally a case of not what you know, but who if you want to get anything done.",Charities,2049,2019,2019-03-11
National Trust,"Mar 24, 2019",1,Beautiful setting. The charity itself is great with some good benefits.,"Job description a lie. Long hours, no breaks. Disregard for health and safety. Money focused. No training or investment in staff. High staff turnover.",Charities,2050,2019,2019-03-24
National Trust,"Apr 2, 2019",5,"Good working hours, good pension scheme, good working conditions, good support","Very busy days, big charity that tends to try and run like a buisness but still a little bit behind the times",Charities,2051,2019,2019-04-02
National Trust,"Apr 12, 2019",2,If coming from a for profit equivalent industry at first the lack of pressure is nice.,"All systems create more work than they remove, this often results in the employment of another person to deal with the extra workload, which in turn requires extra revenue.
Incredibly slow at moving forwards.
Very little chance of progress for base level staff.
Spends large amounts of money on big projects and training's that are unsuccessfully implemented or quickly forgotten about.
Moving far too slowly in it's...",Charities,2052,2019,2019-04-12
National Trust,"Apr 13, 2019",5,Everyone has been so warm and welcoming from the very beginning. The whole process of joining the team has been so easy and everyone working at the property have been so friendly and helpful.,I haven't personally encountered any cons while working for the National Trust.,Charities,2053,2019,2019-04-13
National Trust,"Apr 21, 2019",2,Chance to work in a unique location,"Very low salary
Expected to work extra hours without pay
Expected to work weekends  without time back
Job description a work of fiction and reality bears no resemblance",Charities,2054,2019,2019-04-21
National Trust,"Apr 27, 2019",5,Relaxed atmosphere. Friendly colleagues. Job rotation. Encouraged to take part in every duty.  Trusted by management. Free lunch.,Low pay. Extremely busy in the summer.,Charities,2055,2019,2019-04-27
National Trust,"May 9, 2019",4,At a NT Proerty you can will be working at a potentially beautiful location and the job will be different every day so you will never get board.,There is often an expectation that you will go over and above your contracted working hours as and when required as part of your job which doesn't always work for everyone.,Charities,2056,2019,2019-05-09
National Trust,"May 14, 2019",4,"Care about your personal situation, nice environment to work in","Quite hierarchical, difficult to progress to higher roles",Charities,2057,2019,2019-05-14
National Trust,"May 21, 2019",5,You are surrounded by the best scenery,It can be quite repetitive,Charities,2058,2019,2019-05-21
National Trust,"May 25, 2019",2,There all mean well but if you what a  business to go forward get with the time,It all about the ppl not about going forward to protect the past you have to move forward,Charities,2059,2019,2019-05-25
National Trust,"Jun 6, 2019",3,"Great for younger staff to gain confidence in working with the public, in a busy tea room and a wide demographic of staff
Tends to be a super friendly team around you
When changes happen they are often for the best
Working for an organisation that had great intentions
Semi-flexible hours
Perks of getting family in free to NT sites and staff discount","Way too much is expected from staff, given their job role and pay check
No perks for working overtime or bank holidays -just something that you’re expected to do. 
Behind the times. Catering department seems to be a good 4-5 years behind the rest of the food industry in what they can provide 
Restricted by a ridiculous ‘cookbook’ that’s out dated and has a negative impact on the enjoyment of customers which ultimately...",Charities,2060,2019,2019-06-06
National Trust,"Jun 7, 2019",3,"Working in some of the most beautiful houses and gardens in the UK.
20% discount on food and in the shop, even on sale items.
Free entry to NT properties for me and 2 other people.
Pension contributions - I put in 10% of my wages which was matched by the Trust.","Working for the Trust is like being in an abusive relationship. You give and give of yourself - often working 11 hour days feeling like you are fire-fighting, with little thanks from Management.  I'm likening it to an abusive relationship because I would leave work every day completely  physically and emotionally exhausted but it would never be enough. It was like we should be grateful that we had the chance to work in...",Charities,2061,2019,2019-06-07
National Trust,"Jun 12, 2019",3,"great place to work as a team, really good opportunities to grow.",My commute was was the only part I can complain about!,Charities,2062,2019,2019-06-12
National Trust,"Jul 4, 2019",5,"Flexible,  supportive and fun",Pay could be more competitive,Charities,2063,2019,2019-07-04
Oxfam GB,"Jan 8, 2017",3,"Openness to express your views
You get to work helping great causes around the world. Opportunities to travel and discover the world while working on projects hands-on. Fulfilling",Job uncertainty with funding based projects,Charities,2297,2017,2017-01-08
Oxfam GB,"Jan 14, 2017",4,"Enjoyable place to work.  Mission is very motivating. Co-wrokers are friendly and senior management care about teams, inter communication and organizational decision processes.",Lots of meetings and many decisions are made by consensus which can take a long time and water down effectiveness of end product.,Charities,2298,2017,2017-01-14
Oxfam GB,"Jan 22, 2017",5,"Great environment to work in, everyone is so friendly",Long hours due to work load,Charities,2299,2017,2017-01-22
Oxfam GB,"Jan 24, 2017",4,Oxfam is a competitive employer in the humanitarian sector,Oxfam can improve on its performance management & performance appraisal system,Charities,2300,2017,2017-01-24
Oxfam GB,"Jan 25, 2017",5,The best people you will find,"Low salary
Not possible to stay in the oganization",Charities,2301,2017,2017-01-25
Oxfam GB,"Jan 25, 2017",5,best employer to work for,non at all very good employer,Charities,2302,2017,2017-01-25
Oxfam GB,"Jan 26, 2017",1,like being self employed as you earn your own salary and theirs,"having to work with unreliable and self serving volunteers - line managers are just parroting the company line - its social conditioning and anyone who questions it is not a team player 
senior management are not fit to run a pub let alone a huge charity",Charities,2303,2017,2017-01-26
Oxfam GB,"Jan 28, 2017",2,"Benefits are amazing and why I stayed at the organization. Boston office has casual dress code and a 35-hour work week (if people work more, that's their choice. I used to do more, but no one even noticed when I dropped down to regular hours as I work got done). Most teams are flexible when it comes to working from home and office hours. 

Salaried employees have ample time off regardless of vacation policy (i.e. as...","If you're already an expert in the field or the job requires a specific expertise, Oxfam is a great place to do what you love and run with it. However, if you are a generalist or in the first few years of your career, you won't be respected here and constantly fighting the stigma of confusion on what value you can add. 

Pay is decent by nonprofit levels, but overall low and most people could make dramatically more...",Charities,2304,2017,2017-01-28
Oxfam GB,"Feb 9, 2017",4,Oxfam when they do it right can do incredible humanitarian work. Staff are friendly. There is opportunities to progress from junior positions,Bureaucracy and lack of direction can lead Oxfam to taking slow decisions.,Charities,2305,2017,2017-02-09
Oxfam GB,"Feb 13, 2017",4,The people are very smart and passionate; 35 hour work week and flexible working schedule,Playing favorites and general lack of accountability at the top. A lot of talk about diversity (at HQ)  but little action. The COO is a bully-- not sure if he is still around.,Charities,2306,2017,2017-02-13
Oxfam GB,"Feb 18, 2017",4,Empowering and encouraging . Heaven for those who can take initiative.,"Too much red tape, sometimes rigidity in proceudures  can be ridicilous and limiting. 
Top management lack inspiration and vision. No clear strategy.",Charities,2307,2017,2017-02-18
Oxfam GB,"Feb 21, 2017",5,The people are all lovely,"Very heavy workload, worklife balance isnt great",Charities,2308,2017,2017-02-21
Oxfam GB,"Mar 7, 2017",1,the system is not as well as i expected.,there were not any opportunity for their staff,Charities,2309,2017,2017-03-07
Oxfam GB,"Mar 19, 2017",5,Environnement de travail et colaboration agreable,Je nen ai vu aucun durant mon sejour,Charities,2310,2017,2017-03-19
Oxfam GB,"Mar 20, 2017",1,"Some of the nicest people you'll work with anywhere below middle management!

Some pockets of interesting work, but increasingly hard to find.","BIg restructure underway. Very uncomfortable stage of process. 

HR Is weak and don't feel like partners. new contracts are issued really slowly after weeks and lots of people are working for long periods without technically being covered by contracts; sense is often that you're bothering staff if you go to them for help and hard to find someone who knows how to advise you on benefits and policies; department not somewhere...",Charities,2311,2017,2017-03-20
Oxfam GB,"Mar 26, 2017",4,Opportunité de developpement professionnel. Meilleures conditions de travail pour le staff. Environnement de travail paisible. Esprit d'equipe bien integré chez le staff,Processus de transition pour la vision 2020. Informations très souvent confuses sur le processus de 2020. Bataille de leadership entre affiliés dans les pays,Charities,2312,2017,2017-03-26
Oxfam GB,"Apr 10, 2017",3,It does exciting and interesting work.,Demotivated atmosphere due to restructure and changing external environment. People blame HR for everything they can't do. Doesn't encourage initiative. Some teams are cohesive but mine is not operated as a team.,Charities,2313,2017,2017-04-10
Oxfam GB,"Apr 15, 2017",5,"-Good work enviroment
- Variable Daily Tasks
- Great Customers
- Develop Skills in Multiple Disciplines (Rotate between Departments)","- Inefficient Procedure for Processing Donations.
- Messy Environment",Charities,2314,2017,2017-04-15
Oxfam GB,"Apr 15, 2017",4,"The mission and people that work at Oxfam are amazing. The office environment is friendly, warm and people are motivated by the mission.","Moving up is really difficult, especially in entry level roles.",Charities,2315,2017,2017-04-15
Oxfam GB,"Apr 21, 2017",2,"Get to work with some of the most amazing people I've ever met - below middle management level. Other shop managers pull together to form a great area team and the volunteers are, generally, some of the nicest people I have ever worked with.","Worked as shop manager for 7 years. Began with a huge amount of respect for Oxfam and the work they do and determined to do what I could to raise money. BUT...
A 'part-time' job with fairly low pay which, in reality, becomes more-or-less full-time with a huge amount of responsibility and pressure which goes unrecognised by line management. Entirely results oriented - shop must open 7 days a week and if there are insufficient...",Charities,2316,2017,2017-04-21
Oxfam GB,"Apr 24, 2017",5,Learning and Career Development Opportunities. Working towards an inspiring mission.,Career progression and transition might be difficult from corporative to programme roles.,Charities,2317,2017,2017-04-24
Oxfam GB,"Apr 26, 2017",4,"Great mission, and great managers",Not too much room for growth within current role,Charities,2318,2017,2017-04-26
Oxfam GB,"Apr 29, 2017",2,"Nice colleagues 
Amazing cause and impact","Terrible office space 
Inefficient structure and mentality 
Networking and self-promotion are very important",Charities,2319,2017,2017-04-29
Oxfam GB,"May 4, 2017",5,great benefits and work/life balance,"flat structure, not much opportunity to work up ladder",Charities,2320,2017,2017-05-04
Oxfam GB,"May 4, 2017",1,"The admin and professional level employees that I knew while working there were thoughtful, caring people. The work environment (dress code) is casual, depending on the team a person is on the work environment will be change but in general if a person needs to work from home they can. Benefits and PTO were very generous.","The salary for administrative employees is not a liveable wage. The senior management is an incredibly privileged lot who seem to be entirely out of touch with the company the day to day lives of the people Oxfam serves and their coworkers in lower positions. They are outrageously overpaid. If you are at the beginning of your career you will not grow at Oxfam, this is a place to land while you continue your job search,...",Charities,2321,2017,2017-05-04
Oxfam GB,"May 8, 2017",4,"Great ethics and morals, great place to work","too many meetings and while I was there there was a lack of identity, but the CEO was planning on making changes, both in terms of size and structure, and in terms of direction and focus.",Charities,2322,2017,2017-05-08
Oxfam GB,"May 15, 2017",2,"A great history of making a difference in the lives of those living in poverty, particularly from Oxfam GB, by far the largest of the affiliates that make up the Oxfam confederation
Some great people
Linking programs on the ground with advocacy","Governance structure is killing the organisation - decisions are reached by consensus between the 20 Executive Directors of Oxfam national affiliates, which means they end up being made on the basis of maintaining those organisations, not on the basis of impacts on poverty
Admirable intent to have more voices from the global south in the form of new affiliates - but they are way behind Save, ActionAid, Plan etc, and...",Charities,2323,2017,2017-05-15
Oxfam GB,"May 18, 2017",2,It is a very good organisation globally with very good themes and strategies. It is a good organisation for gaining experience especially for fresh graduates and is truly geared to eradicate poverty and hunger in the world.,It is difficult to be promoted or grow professionally. There are good policies on career growth on paper but the implementation is very selective and depends on how good your manager is and how your relationship is. Otherwise the managers are given the chance to approve or approve your proposal on career growth. Performance reviews play no part in your career growth.,Charities,2324,2017,2017-05-18
Oxfam GB,"May 21, 2017",3,"given a free hand running the store, left to create the look you want in the shop","pay is not great, lots of pressure for the money paid. lots of rent paid and not much to show for it.",Charities,2325,2017,2017-05-21
Oxfam GB,"May 22, 2017",1,you feel as though you are doing something good,"the money is terrible, senior management are crooks, middle management are aggressive and patronising, I was literally shouted at for not reaching quotas. Seriously, people are treated like dogs",Charities,2326,2017,2017-05-22
Oxfam GB,"May 25, 2017",5,"Very personable staff and management, extremely flexible working hours.",During  quiet periods the job could be dull,Charities,2327,2017,2017-05-25
Oxfam GB,"May 28, 2017",1,"Flexible hours, sick pay and in house cafeteria. Try to look after staff health however, management aren't great at it.",Different rules for various workers. Selfish back stabbing attitude.  Salaries are awful unless you are senior management status and on more than double normal workers.,Charities,2328,2017,2017-05-28
Oxfam GB,"Jun 5, 2017",5,Influential and effective INGO. Great work culture and US headquarters. Oxfam US attracts very smart and compassionate employees.,The open office environment is not conducive to working with major donors and high level voluneers.,Charities,2329,2017,2017-06-05
Oxfam GB,"Jun 12, 2017",5,"Helping others, gain many different types of experience.
Friendly hard working atmosphere.",Not many to mention.  Have to be determined.,Charities,2330,2017,2017-06-12
Oxfam GB,"Jun 13, 2017",5,"Really good atmosphere. It combines the pros working for an NGO (highly motivated people, meaningful mission) with the ones of working in a regular private company (big network of fair trade shops which give your the opportunity to learn about marketing, accounting, etc.)",Most of the people are volunteers so you have to expect people to stop showing up or not take it as seriously as if they were formally employed by the company.,Charities,2331,2017,2017-06-13
Oxfam GB,"Jun 20, 2017",5,"very rewarding, managers tend to be invested in the success of the store",manager sometimes overworked leading to stressful situation,Charities,2332,2017,2017-06-20
Oxfam GB,"Jul 3, 2017",5,Great working environment with very dedicated people. Loved working here!,Lots of meetings and slow decision making.,Charities,2333,2017,2017-07-03
Oxfam GB,"Jul 6, 2017",2,Staff have high level of enthusiasm for work,"Programming is driven from HQ, not the field, too much resources devoted to marketing and promotion.",Charities,2334,2017,2017-07-06
Oxfam GB,"Jul 9, 2017",5,"A good place to learn aspicts of retail, part of a team of talanted people",Not supportive if unwell or sick,Charities,2335,2017,2017-07-09
Oxfam GB,"Jul 13, 2017",4,"Great mission and values. 
You can make a real difference. 
Good staff development and opportunities for growth.","Some poor managers in some parts of the organisation. But this is not the norm. Overall, the leadership is good.",Charities,2336,2017,2017-07-13
Oxfam GB,"Jul 19, 2017",4,"Relaxed atmosphere
Great work-life balance
Your work has an impact","Career opportunities are limited
Salaries are very low
Too informal",Charities,2337,2017,2017-07-19
Oxfam GB,"Jul 24, 2017",5,"-Easy job, doesn't require anything just being able to do some customer service when people can't find something 
-Awesome manager
-No interview
-If you work all day you can get a £3 free lunch
-You make friends with the volunteers
-You get some experience that can be later be useful for retail shops or anything like that","- Working all day can be exhausting
-You don't get paid (volunteer work)",Charities,2338,2017,2017-07-24
Oxfam GB,"Jul 26, 2017",4,"great values, vision,  mission, ethical","under-investment in digital, lack of diversity",Charities,2339,2017,2017-07-26
Oxfam GB,"Aug 2, 2017",4,Very innovative with strong programmatic frameworks.,Little bit slow at proving new program approaches.,Charities,2340,2017,2017-08-02
Oxfam GB,"Aug 11, 2017",5,The people are nice and so supportive.,Staff shortage forces each staff to undertake more responsibilities. An overworked staff is more likely to make mistakes and can negatively affect others,Charities,2341,2017,2017-08-11
Oxfam GB,"Aug 16, 2017",4,"flexible hours, personal development opportunities","too much workload, high pressure",Charities,2342,2017,2017-08-16
Oxfam GB,"Aug 23, 2017",5,"Reponse humainitaire cadre avec les besions de communaute, les enquetes et le suivi des activités font le points fort de l´organisation. le retour d´information qui renforce la redevabilité.","Rien a signaler , Oxfam quite la zone pendant la communauté n est pas encore autonome pour se prendre en charge.",Charities,2343,2017,2017-08-23
Oxfam GB,"Aug 23, 2017",3,Benefit of Culture/Travel  Experience. Accommodations paid for,This was volunteer experience. Completely unpaid.,Charities,2344,2017,2017-08-23
Oxfam GB,"Aug 23, 2017",3,"Work life balance, Good Pay","Biased Senior Managment, Biased approach in promoting staff",Charities,2345,2017,2017-08-23
Oxfam GB,"Aug 25, 2017",4,"retail assistant manager, largest charity organisation","management,appraisal part has to monitored.",Charities,2346,2017,2017-08-25
Oxfam GB,"Aug 30, 2017",3,Very strong advocate for rights and justice,Delays in decision making at times,Charities,2347,2017,2017-08-30
